,video_id,video_date,video_keywords,nyt_keywords,nyt_headline,cosine_sim
7949,7285051166419963178,2023-10-01,"['halloween', 'costume', 'inspo', 'everything', 'instaa', 'halloweencostumes', 'halloween', 'halloweeninspo']","['halloween', 'new', 'york', 'city', 'movies', 'costumes', 'pumpkins', 'm3gan', 'movie', 'halloween', 'new', 'york:', 'things', 'do', 'october']",Halloween in New York: Things to Do in October,0.6501415
8080,7283678183721815338,2023-09-27,"['travis', 'kelce', 'edits', 'travis', 'kelce', 'perform', 'travis', 'kelce', 'dancing', 'pay', 'fee', 'perform', 'travis', 'kelce', 'taylor', 'swift', 'taylor', 'swift', 'travis', 'kelce', 'black', 'women', 'said', 'good', 'girl', 'perform', 'football', 'edits', 'perform', 'qystics', 'traviskelce', 'traviskelceedit', 'chiefs', 'taylorswiftandtraviskelce', 'taylorswift', 'traviskelce', 'traviskelceedits', 'traviskelcetaylorswift', 'traviskelcetiktok']","['football', 'celebrities', 'kansas', 'city', 'chiefs', 'kelce', 'travis', 'swift', 'taylor', 'kansas', 'city', 'mo', 'travis', 'kelce', 'was', 'star.', 'taylor', 'swift', 'put', 'him', 'another', 'orbit.']",Travis Kelce Was a Star. Taylor Swift Put Him in Another Orbit.,0.741918
8152,7220440725203307818,2023-04-10,['dance'],"['tiktok', 'dances']",TikTok Dances,0.62630635
8203,7285452846265584942,2023-10-02,"['save', 'costume', 'inspo', 'lightning', 'mcqueen', 'halloween', 'costume', 'halloween', 'halloweencostume', 'halloweencostumeideas', 'halloween', 'amazonfinds', 'lightningmcqueen']","['halloween', 'new', 'york', 'city', 'movies', 'costumes', 'pumpkins', 'm3gan', 'movie', 'halloween', 'new', 'york:', 'things', 'do', 'october']",Halloween in New York: Things to Do in October,0.6684064
8435,7306949747602885934,2023-11-29,"['spotify', 'wrapped', 'inaccurate', 'dominic', 'fike', 'lil', 'durk', 'spotify', 'wrapped', 'spotifywrapped', 'music', 'wrapped', 'spotify', 'picture', 'frame', 'wrapped', 'tiktok', 'spotify', 'wrapped', 'personality', 'sza', 'spotify', 'wrapped', 'spotify', 'wrapped', 'wrong', 'happy', 'wrapped', 'day', 'spotifywrapped']","['pop', 'rock', 'music', 'social', 'media', 'spotify', 'swift', 'taylor', 'bad', 'bunny', 'singer', 'taylor', 'swift', 'beats', 'out', 'bad', 'bunny', '’s', 'spotify', 'wrapped']",Taylor Swift Beats Out Bad Bunny in 2023’s Spotify Wrapped,0.60512877
8495,7307665132706909483,2023-12-01,"['george', 'santos', 'funny', 'moments', 'george', 'santos', 'baby', 'george', 'santos', 'israel', 'george', 'santos', 'banana', 'peel', 'georgesantos', 'george', 'santos', 'walk', 'gum', 'george', 'santos', 'george', 'santos', 'edit', 'george', 'dragrace', 'sue', 'life', 'heres', 'look', 'back', 'george', 'santos', 'greatest', 'hits', 'time', 'congress', 'santos', 'expelled', 'house', 'friday', 'georgesantos', 'republicans', 'congress', 'politics']","['united', 'states', 'politics', 'government', 'house', 'representatives', 'johnson', 'mike', '1972', 'santos', 'george', '1988', 'how', 'republicans', 'split', 'over', 'whether', 'expel', 'george', 'santos']",How Republicans Split Over Whether to Expel George Santos,0.61582476
8512,7307075694557744414,2023-11-29,"['taylor', 'swift', 'taylor', 'swift', 'cleaning', 'cart', 'taylornation', 'taylor', 'swift', 'getting', 'cleaning', 'cart', 'louta', 'taylor', 'swift', 'cleaning', 'cart', 'dancing', 'stars', 'taylor', 'swift', 'taylor', 'cleaning', 'cart', 'taylor', 'taylor', 'cart', 'filmed', 'cleaning', 'cart', 'swiftie', 'swifties', 'swiftok', 'swifttok', 'taylorsvault', 'taylorswift', 'spotifywrapped', 'spotifywrapped', 'bbmas', 'speaknowtaylorsversion', 'taylor', 'swift', 'taylor', 'nation', 'tstheerastour', 'spotify']","['pop', 'rock', 'music', 'social', 'media', 'spotify', 'swift', 'taylor', 'bad', 'bunny', 'singer', 'taylor', 'swift', 'beats', 'out', 'bad', 'bunny', '’s', 'spotify', 'wrapped']",Taylor Swift Beats Out Bad Bunny in 2023’s Spotify Wrapped,0.6117968
8524,7303206149132750111,2023-11-19,"['lucy', 'gray', 'hunger', 'games', 'snow', 'hunger', 'games', 'tom', 'blyth', 'lucy', 'gray', 'snow', 'hunger', 'games', 'parallel', 'little', 'dark', 'age', 'hunger', 'games', 'ballad', 'songbirds', 'president', 'snow', 'coriolanus', 'snow', 'edit', 'hard', 'draw', 'parallels', 'trailers', 'hope', 'makes', 'sense', 'cc', 'eclipse', 'payhip', 'tbosbas', 'trailer', 'anetescenes', 'coriolanussnow', 'coriolanussnowedit', 'presidentsnow', 'presidentsnowedit', 'tomblyth', 'tomblythedit', 'hungergamesedit', 'hungergames', 'thehungergames', 'thehungergamesedit', 'theballadofsongbirdsandsnakes', 'theballadofsongbirdsandsnakesedit', 'tbosbas', 'tbosasedit', 'lucygraybaird', 'lucygraybairdedit', 'rachelzegler', 'rachelzegleredit', 'katnisseverdeen', 'katnisseverdeenedit', 'mockingjay']","['movies', 'the', 'hunger', 'games', 'the', 'ballad', 'songbirds', 'snakes', 'movie', 'the', 'hunger', 'games', 'movie', 'lawrence', 'francis', '1971', 'collins', 'suzanne', '1962', 'blyth', 'tom', 'zegler', 'rachel', '2001', '‘the', 'hunger', 'games’', 'is', 'back.', 'here’s', 'what', 'you', 'need', 'know.']",‘The Hunger Games’ Is Back. Here’s What You Need to Know.,0.6064685
8533,7302950060046699818,2023-11-18,"['thanksgiving', 'dinner', 'grandmaand', 'aunts', 'uncles', 'cousins', 'fambam', 'wehungry', 'familydinner', 'southerncooking', 'grandma', 'thanksgiving']","['thanksgiving', 'dinner']",Thanksgiving Dinner,0.606927
8578,7301403863205137706,2023-11-14,"['peeta', 'katniss', 'love', 'real', 'real', 'real', 'real', 'real', 'real', 'hunger', 'games', 'peeta', 'mellark', 'peeta', 'katniss', 'kiss', 'josh', 'hutcherson', 'hunger', 'games', 'peeta', 'katniss', 'ending', 'hunger', 'games', 'ending', 'hed', 'still', 'ask', 'thehungergames', 'theballadofsongbirdsandsnakes']","['movies', 'the', 'hunger', 'games', 'the', 'ballad', 'songbirds', 'snakes', 'movie', 'the', 'hunger', 'games', 'movie', 'lawrence', 'francis', '1971', 'collins', 'suzanne', '1962', 'blyth', 'tom', 'zegler', 'rachel', '2001', '‘the', 'hunger', 'games’', 'is', 'back.', 'here’s', 'what', 'you', 'need', 'know.']",‘The Hunger Games’ Is Back. Here’s What You Need to Know.,0.612074
8598,7303259887901936942,2023-11-19,"['everybody', 'put', 'fingers', 'air', 'hunger', 'games', 'edit', 'hunger', 'games', 'section', 'high', 'power', 'hunger', 'games', 'songbirds', 'snakes', 'new', 'hunger', 'games', 'movie', 'hunger', 'games', 'explained', 'katniss', 'everdeen', 'edit', 'everybody', 'put', 'fingers', 'air', 'hunger', 'games', 'katniss', 'shoot', 'coin', 'scene', 'thehungergames', 'edit']","['movies', 'the', 'hunger', 'games', 'the', 'ballad', 'songbirds', 'snakes', 'movie', 'the', 'hunger', 'games', 'movie', 'lawrence', 'francis', '1971', 'collins', 'suzanne', '1962', 'blyth', 'tom', 'zegler', 'rachel', '2001', '‘the', 'hunger', 'games’', 'is', 'back.', 'here’s', 'what', 'you', 'need', 'know.']",‘The Hunger Games’ Is Back. Here’s What You Need to Know.,0.73494714
8607,7307032133707566366,2023-11-29,"['happening', 'right', 'manhattan', 'christmas', 'tree', 'lighting', 'freepalestine', 'palestineprotest', 'foxnews', 'newscorp', 'palestinetiktok', 'nyc', 'christmas', 'treelighting', 'gaza']","['christmas', 'trees', 'content', 'type', 'service', 'nbcuniversal', 'rockefeller', 'center', 'manhattan', 'ny', 'lighting', 'christmas', 'how', 'watch', 'rockefeller', 'center', 'christmas', 'tree', 'lighting']",How to Watch the Rockefeller Center Christmas Tree Lighting,0.65656924
8628,7306320694726479134,2023-11-27,"['brown', 'university', 'students', 'interrupt', 'comments', 'schools', 'president', 'christine', 'paxson', 'monday', 'night', 'calls', 'school', 'divest', 'weapons', 'manufacturers', 'vigil', 'students', 'shot', 'vermont', 'israel', 'israelhamaswar', 'gaza', 'palestinians', 'palestine', 'israelpalestine', 'brownuniversity']","['palestinian', 'americans', 'palestinians', 'israel', 'gaza', 'war', '2023', 'colleges', 'universities', 'brown', 'university', 'haverford', 'college', 'trinity', 'college', 'hartford', 'conn', 'abdalhamid', 'kinnan', 'awartani', 'hisham', 'ahmed', 'tahseen', 'eaton', 'jason', 'j', '1975', 'burlington', 'vt', 'west', 'bank', 'for', 'palestinian', 'students', 'shot', 'vermont,', 'collision', 'two', 'worlds']","For Palestinian Students Shot in Vermont, a Collision of Two Worlds",0.7321897
8669,7305407325622340906,2023-11-25,"['black', 'friday', 'victoria', 'secret', 'black', 'friday', 'black', 'friday', 'crowd', 'black', 'friday', 'crowd', 'black', 'friday', 'black', 'friday', 'back', 'victoria', 'secret', 'black', 'friday', 'deals', 'victoria', 'secret', 'store', 'black', 'friday', 'sales', 'wild', 'black', 'friday', 'looked', 'like', 'crazy', 'experience', 'make', 'alive', 'blackfriday', 'victoriassecret', 'chaos']","['shopping', 'retail', 'content', 'type', 'service', 'black', 'friday', 'cyber', 'monday', 'shopping', 'what', 'expect', 'black', 'friday']",What to Expect on Black Friday,0.72924787
8678,7302578837043318046,2023-11-17,"['wovey', 'hunger', 'games', 'sofia', 'sanchez', 'wovey', 'goes', 'wovey', 'sofia', 'sanchez', 'hunger', 'games', 'reaper', 'hunger', 'games', 'go', 'home', 'hunger', 'games', 'hunger', 'games', 'songbirds', 'snakes', 'candy', 'goes', 'wovey', 'whos', 'loving', 'wovey', 'new', 'hunger', 'games', 'wovey', 'hungergames', 'theballadofsongbirdsandsnakes', 'sofiasanchez', 'rachelzegler', 'tomblyth']","['movies', 'the', 'hunger', 'games', 'the', 'ballad', 'songbirds', 'snakes', 'movie', 'the', 'hunger', 'games', 'movie', 'lawrence', 'francis', '1971', 'collins', 'suzanne', '1962', 'blyth', 'tom', 'zegler', 'rachel', '2001', '‘the', 'hunger', 'games’', 'is', 'back.', 'here’s', 'what', 'you', 'need', 'know.']",‘The Hunger Games’ Is Back. Here’s What You Need to Know.,0.66536283
8695,7302976673367002411,2023-11-18,"['hunger', 'games', 'hunger', 'games', 'tattoos', 'hunger', 'games', 'edit', 'prim', 'dying', 'hunger', 'games', 'jennifer', 'lawrence', 'hunger', 'games', 'songbirds', 'snakes', 'katniss', 'peeta', 'never', 'asked', 'hunger', 'games', 'jayson', 'tatum', 'tattoo', 'jay', 'roxx', 'alberto', 'tattoo', 'theres', 'reason', 'mockingjay', 'tattoo', 'im', 'crazy']","['movies', 'the', 'hunger', 'games', 'the', 'ballad', 'songbirds', 'snakes', 'movie', 'the', 'hunger', 'games', 'movie', 'lawrence', 'francis', '1971', 'collins', 'suzanne', '1962', 'blyth', 'tom', 'zegler', 'rachel', '2001', '‘the', 'hunger', 'games’', 'is', 'back.', 'here’s', 'what', 'you', 'need', 'know.']",‘The Hunger Games’ Is Back. Here’s What You Need to Know.,0.6469889
8714,7303342992545418527,2023-11-19,"['hunger', 'games', 'snow', 'hunger', 'games', 'katniss', 'shoot', 'coin', 'katniss', 'killcoin', 'katniss', 'shoot', 'coin', 'katniss', 'peeta', 'katniss', 'everdeen', 'hunger', 'games', 'songbirds', 'snakes', 'hunger', 'games', 'hunger', 'games', 'ending', 'happy', 'hunger', 'games', 'trending', 'thehungergames', 'balladofsongbirdsandsnakes', 'katnisseverdeen']","['movies', 'the', 'hunger', 'games', 'the', 'ballad', 'songbirds', 'snakes', 'movie', 'the', 'hunger', 'games', 'movie', 'lawrence', 'francis', '1971', 'collins', 'suzanne', '1962', 'blyth', 'tom', 'zegler', 'rachel', '2001', '‘the', 'hunger', 'games’', 'is', 'back.', 'here’s', 'what', 'you', 'need', 'know.']",‘The Hunger Games’ Is Back. Here’s What You Need to Know.,0.6821422
8724,7302553432584441118,2023-11-17,"['tigris', 'hunger', 'games', 'ballad', 'songbirds', 'snakes', 'snow', 'hunger', 'games', 'hunger', 'games', 'hunger', 'games', 'songbirds', 'snakes', 'hunger', 'games', 'hunger', 'games', 'books', 'hunger', 'games:', 'ballad', 'songbirds', '&', 'snakes', 'coriolanus', 'snow', 'hunger', 'games', 'ballad', 'songbirds', 'uber', 'driver', 'didnt', 'even', 'know', 'hunger', 'games', 'prequel', 'idk', 'like', 'consumed', 'moment', 'thehungergames', 'balladofsongbirdsandsnakes', 'thg', 'theballadofsongbirdsandsnakes', 'coriolanussnow', 'booktok']","['movies', 'the', 'hunger', 'games', 'the', 'ballad', 'songbirds', 'snakes', 'movie', 'the', 'hunger', 'games', 'movie', 'lawrence', 'francis', '1971', 'collins', 'suzanne', '1962', 'blyth', 'tom', 'zegler', 'rachel', '2001', '‘the', 'hunger', 'games’', 'is', 'back.', 'here’s', 'what', 'you', 'need', 'know.']",‘The Hunger Games’ Is Back. Here’s What You Need to Know.,0.7170728
8730,7305080412638956842,2023-11-24,"['exit', 'wrentham', 'outlets', 'black', 'friday', 'blackfriday', 'masshole', 'wrenthamoutlets']","['shopping', 'retail', 'content', 'type', 'service', 'black', 'friday', 'cyber', 'monday', 'shopping', 'what', 'expect', 'black', 'friday']",What to Expect on Black Friday,0.61314386
8740,7302940729507188010,2023-11-18,"['rachel', 'zegler', 'rachel', 'zegler', 'snow', 'white', 'rachel', 'zegler', 'singing', 'rachel', 'zegler', 'hunger', 'games', 'hunger', 'games', 'hunger', 'games', 'songbirds', 'snakes', 'rachel', 'zegler', 'tom', 'blyth', 'rachel', 'zegler', 'josh', 'rivera', 'wovey', 'hunger', 'games', 'rachel', 'zegler', 'boyfriend', 'thats', 'gonna', 'dawg', 'thehungergames', 'rachelzegler', 'movietok', 'imdb']","['movies', 'the', 'hunger', 'games', 'the', 'ballad', 'songbirds', 'snakes', 'movie', 'the', 'hunger', 'games', 'movie', 'lawrence', 'francis', '1971', 'collins', 'suzanne', '1962', 'blyth', 'tom', 'zegler', 'rachel', '2001', '‘the', 'hunger', 'games’', 'is', 'back.', 'here’s', 'what', 'you', 'need', 'know.']",‘The Hunger Games’ Is Back. Here’s What You Need to Know.,0.61047643
8800,7304893360458747178,2023-11-24,"['thanksgiving', 'alone', 'spending', 'thanksgiving', 'alone', 'thanksgiving', 'siblings', 'thanksgiving', 'food', 'thanksgiving', 'cooking', 'thanksgiving', 'dinner', 'thanksgiving', 'leftovers', 'marriage', 'thanksgiving', 'sandwich', 'dont', 'give', 'children', 'enough', 'creditthey', 'bravest', 'soliders', 'thanksgiving', 'onlychild']","['thanksgiving', 'dinner']",Thanksgiving Dinner,0.6802264
8823,7304778889799175466,2023-11-23,"['thanksgiving', ""i'm"", 'owner', 'house', 'home', 'thanksgiving', 'hosting', 'thanksgiving', 'home', 'thanksgiving', ""i'm"", 'owner', 'house', 'thanksgiving', 'sandwich', 'thanksgiving', 'transition', 'boyfriend', 'day', 'im', 'pam', ""i'm"", 'owner', 'house', 'battle', 'boyfriends', 'thanksgiving', 'boyfriend', 'theownerofthishouse']","['thanksgiving', 'dinner']",Thanksgiving Dinner,0.632555
8829,7304845157508205854,2023-11-23,"['happy', 'thanksgiving']","['thanksgiving', 'dinner']",Thanksgiving Dinner,0.7144817
8856,7304815266054081822,2023-11-23,"['happy', 'thanksgiving']","['thanksgiving', 'dinner']",Thanksgiving Dinner,0.7144817
8860,7304005360204172590,2023-11-21,"['black', 'friday', 'sale', 'officially', 'arrived', 'dont', 'miss', 'mostwanted', 'styles', 'regular', 'priced', 'items', 'online']","['shopping', 'retail', 'content', 'type', 'service', 'black', 'friday', 'cyber', 'monday', 'shopping', 'what', 'expect', 'black', 'friday']",What to Expect on Black Friday,0.614058
8884,7304727346852924715,2023-11-23,"['black', 'friday', 'deals', 'courteney', 'cox', 'thanksgiving', 'black', 'friday', 'courteney', 'cox', 'turkey', 'courteney', 'cox', 'scream', 'thanksgiving', 'sounds', 'thanksgiving', 'food', 'thanksgiving', 'transitions', 'thanksgiving', 'dessert', 'happy', 'thanksgiving', 'everyone']","['thanksgiving', 'day', 'restaurants', 'lubys', 'inc', 'texas', 'on', 'luby’s', 'cafeteria', 'line,', 'every', 'day', 'is', 'thanksgiving']","On the Luby’s Cafeteria Line, Every Day Is Thanksgiving",0.63142014
8885,7304780321927679278,2023-11-23,"['loved', 'thanksgiving']","['thanksgiving', 'dinner']",Thanksgiving Dinner,0.7347439
8896,7304749793278987566,2023-11-23,"['yes', 'fam', 'decided', 'cracker', 'barrel', 'thanksgiving', 'year', 'thanksgiving', 'crackerbarrel', 'family']","['thanksgiving', 'dinner']",Thanksgiving Dinner,0.65815574
8900,7304628718637550890,2023-11-23,"['time', 'year', 'thanksgiving']","['thanksgiving', 'dinner']",Thanksgiving Dinner,0.69529015
8916,7304630403208465706,2023-11-23,"['thanksgiving', 'thanksgiving', 'funny', 'videos', 'turkey', 'thanksgiving', 'song', 'turkey', 'throwing', 'turkey', 'trot', 'turkeys', 'gobbling', 'frying', 'turkey', 'happy', 'thanksgiving', 'meme', 'happy', 'thanksgiving', 'funny']","['podcasts', 'culture', 'arts', 'thanksgiving', 'day', 'turkeys', 'cooking', 'cookbooks', 'recipes', 'holidays', 'special', 'occasions', 'you,', 'too,', 'can', 'deep-fry', 'your', 'turkey']","You, Too, Can Deep-Fry Your Turkey",0.6564774
8932,7304467443731238175,2023-11-22,"['kalani', 'dance', 'moms', 'kalanihilliker', 'dance', 'mom', 'reunion', 'thanksgiving', 'sounds', 'thanksgiving', 'alone', 'thanksgiving', 'spending', 'thanksgiving', 'alone', 'christmas', 'holiday', 'christmas', 'thanksgiving', 'day', 'another', 'single', 'holiday', 'year']","['thanksgiving', 'dinner']",Thanksgiving Dinner,0.6406426
8934,7303787352890133803,2023-11-21,"['happy', 'thanksgiving']","['thanksgiving', 'dinner']",Thanksgiving Dinner,0.7144817
8944,7304676813706431790,2023-11-23,"['breaking', 'several', 'propalestine', 'activists', 'arrested', 'staging', 'sitin', 'march', 'route', 'macys', 'thanksgiving', 'day', 'parade', 'new', 'york', 'city', 'palestine']","['parades', 'thanksgiving', 'day', 'alabama', 'a', 'm', 'university', 'macy', 'inc', 'demonstrations', 'protests', 'riots', 'israel', 'gaza', 'war', '2023', 'manhattan', 'nyc', 'macy’s', 'thanksgiving', 'day', 'parade', 'draws', 'spectators', 'protests']",Macy’s Thanksgiving Day Parade Draws Spectators and Protests,0.6940367
8947,7304661242780716331,2023-11-23,"['happy', 'thanksgiving']","['thanksgiving', 'dinner']",Thanksgiving Dinner,0.7144817
8960,7304716264000195883,2023-11-23,"[""macy's"", 'thanksgiving', 'day', 'parade', 'palestine', 'thanksgiving', 'parade', 'thanksgiving', 'parade', 'palestine', 'nyc', 'thanksgiving', 'parade', ""macy's"", 'thanksgiving', 'day', 'parade', 'palestine', 'thanksgiving', 'keffiyeh', 'thanksgiving', 'day', 'thanksgiving', 'nyc', 'subway', 'thanksgiving', 'nyc', 'thanksgiving', 'freepalestine']","['parades', 'thanksgiving', 'day', 'macy', 'inc', 'content', 'type', 'service', 'manhattan', 'nyc', 'how', 'watch', 'macy’s', 'thanksgiving', 'day', 'parade']",How to Watch the Macy’s Thanksgiving Day Parade,0.7098153
8965,7303302524042366250,2023-11-19,"['find', 'rebutal', 'genuinely', 'insane', 'freepalestine', 'freefalastin', 'palestine', 'israel', 'leftism', 'viral']","['zionism', 'israel', 'gaza', 'war', '2023', 'anti', 'semitism', 'palestinians', 'jews', 'judaism', 'anti', 'defamation', 'league', 'greenblatt', 'jonathan', '1970', 'hamas', 'israel', 'the', 'question', 'anti-zionism', 'antisemitism']",The Question of Anti-Zionism and Antisemitism,0.6189629
8969,7304681926487444779,2023-11-23,"['macys', 'thanksgiving', 'day', 'parade', 'thanksgiving']","['parades', 'thanksgiving', 'day', 'macy', 'inc', 'content', 'type', 'service', 'manhattan', 'nyc', 'how', 'watch', 'macy’s', 'thanksgiving', 'day', 'parade']",How to Watch the Macy’s Thanksgiving Day Parade,0.78129274
8978,7304674557913369902,2023-11-23,"[""macy's"", 'thanksgiving', 'day', 'parade', 'palestine', 'macys', 'parade', 'free', 'palestine', 'thanksgiving', 'parade', 'shutting', 'macys', 'parade', 'thanksgiving', 'parade', 'palestine', ""macy's"", 'day', 'parade', 'palestine', ""macy's"", 'thanksgiving', 'day', 'parade', 'live', 'free', 'palestine', 'macys', 'thanksgiving', 'parade', 'macys', 'day', 'parade', 'luffy', 'thanksgiving', 'parade', 'thanksgiving', 'day', 'parade', 'thanksgiving']","['parades', 'thanksgiving', 'day', 'macy', 'inc', 'content', 'type', 'service', 'manhattan', 'nyc', 'how', 'watch', 'macy’s', 'thanksgiving', 'day', 'parade']",How to Watch the Macy’s Thanksgiving Day Parade,0.6769647
8981,7304463897292066091,2023-11-22,"['thanksgiving', 'nyc', 'subway', 'thanksgiving', 'nyc', 'subway', 'thanksgiving', 'subway', 'nyc', 'jessie', 'thanksgiving', 'episode', 'thanksgiving', 'dinner', 'thanksgiving', 'outfit', 'thanksgiving', 'food', 'made', 'thanksgiving', 'lmaooo', 'thanksgiving', 'train', 'nyc', 'really', 'stimulation', 'thanksgiving', 'cooking']","['thanksgiving', 'day', 'restaurants', 'lubys', 'inc', 'texas', 'on', 'luby’s', 'cafeteria', 'line,', 'every', 'day', 'is', 'thanksgiving']","On the Luby’s Cafeteria Line, Every Day Is Thanksgiving",0.6180097
8992,7301893960832716063,2023-11-15,"['hometown', 'bar', 'thanksgiving', 'thanksgiving', 'eve', 'thanksgiving', 'thanksgiving', 'dinner', 'thanksgiving', 'appetizers', 'alix', 'earle', 'thanksgiving', 'eve', 'outfit', 'thanksgiving', 'outfits', 'home', 'thanksgiving', 'thanksgiving', 'makeup', 'stick', 'parents', 'thx', 'much', 'thanksgivingeve', 'thankgsiving', 'hometownbar']","['thanksgiving', 'day', 'pies', 'limes', 'cooking', 'cookbooks', 'florida', 'a', 'taste', 'florida', 'thanksgiving', 'table']",A Taste of Florida on the Thanksgiving Table,0.6544528
9001,7302928807298747678,2023-11-18,"['nothing', 'like', 'home', 'holidays', 'thanksgiving', 'family']","['thanksgiving', 'day', 'grief', 'emotion', 'parenting', 'families', 'family', 'life', 'holidays', 'special', 'occasions', 'cancer', 'halpern', 'orli', 'wildman', '2009', '23', 'the', 'empty', 'seat', 'our', 'thanksgiving', 'table']",The Empty Seat at Our Thanksgiving Table,0.64186746
9031,7303003653886004511,2023-11-18,"['ballad', 'songbirds', 'snakes', 'hunger', 'games', 'serrano', 'hunger', 'games', 'hunger', 'games', 'songbirds', 'snakes', 'olivia', 'rodrigo', 'hunger', 'games', 'snow', 'hunger', 'games', 'hunger', 'games', 'ballad', 'songbirds', 'tigris', 'hunger', 'games', 'ballad', 'songbirds', 'snakes', 'suzanne', 'collins', 'hunger', 'games', 'ballad', 'songbirds', 'snakes', 'actually', 'life', 'changing']","['movies', 'zegler', 'rachel', '2001', 'blyth', 'tom', 'lawrence', 'francis', '1971', 'the', 'hunger', 'games', 'the', 'ballad', 'songbirds', 'snakes', 'movie', '‘the', 'hunger', 'games:', 'the', 'ballad', 'songbirds', '&', 'snakes’', 'review:', 'fallen', 'snow']",‘The Hunger Games: The Ballad of Songbirds & Snakes’ Review: Fallen Snow,0.7534484
9041,7303336968249675050,2023-11-19,"['homework', 'guy', 'praying', 'trump', 'president', 'trump', 'please', 'save', 'us', 'homework', 'excuses', 'donald', 'trump', 'drinker', 'trump', 'speech', 'abdu', 'shane', 'gillis', 'trump', 'see', 'please', 'save', 'us', 'trump', 'lady', 'meme', 'real', 'women', 'vote', 'trump', 'president', 'trump']","['trump', 'donald', 'j', 'presidential', 'election', '2024', 'speeches', 'statements', 'trump’s', 'love-hate', 'relationship', 'with', 'world', 'is', 'mostly', 'hate']",Trump’s Love-Hate Relationship With the World Is Mostly Hate,0.61062104
9056,7303595411217042734,2023-11-20,"['wonderful', 'thanksgiving', 'school', 'dayseveryone']","['thanksgiving', 'dinner']",Thanksgiving Dinner,0.6665273
9066,7301870272028757291,2023-11-15,"['lead', 'paint', 'stare', 'lb', 'turkey', 'turkey', 'thanksgiving', 'dinner', 'biggest', 'turkey', 'turkey', 'recipes', 'costco', 'thanksgiving', 'deep', 'fried', 'turkey', 'turkey', 'thanksgiving', 'need', 'biggest', 'turkey', 'thanksgiving', 'canceled', 'costco', 'wholesale', 'thanksgiving', 'grandmasoftiktok', 'momsoftiktok', 'holidayfood', 'turkey', 'familyreunion', 'relatable', 'host', 'hostessproblems']","['thanksgiving', 'day', 'poultry', 'cookware', 'cooking', 'cookbooks', 'food', 'turkey', 'potpie,', 'guinea', 'fowl', 'hybrid', 'turnip', 'thanksgiving', 'table']","Turkey Potpie, Guinea Fowl and a Hybrid Turnip for the Thanksgiving Table",0.6689769
9118,7296961063550029098,2023-11-02,"['firefighters', 'firefighters', 'fine', 'firefighter', 'men', 'firefighters', 'fine', 'girls', 'firefighters', 'rescuing', 'firefighter', 'elevator', 'firemen', 'fine', 'firefighter', 'rescue', 'elevator', 'female', 'firefighter', 'firefighters', 'saving', 'people', 'firefighter', 'bathroom']","['fires', 'firefighters', 'wildfires', 'wind', 'evacuations', 'evacuees', 'fire', 'department', 'los', 'angeles', 'california', 'raging', 'fire', 'california', 'forces', 'thousands', 'from', 'their', 'homes']",Raging Fire in California Forces Thousands From Their Homes,0.6676492
9128,7293283723934453038,2023-10-23,"['free', 'palestine', 'freepalestine', 'palestine', 'freepalestine', 'gaza', 'palestiniantiktok']","['israel', 'gaza', 'war', '2023', 'hamas', 'israel', 'view', 'from', 'west', 'bank']",View From the West Bank,0.7003842
9140,7303336290001358110,2023-11-19,"['couldnt', 'help', 'cry', 'see', 'taylor', 'feel', 'love', 'tonight', 'needed', 'rio', 'de', 'janeiro', 'brazil', 'n', 'taylor', 'taylorswift', 'taylornation', 'swiftie', 'swiftietiktok', 'taylorsversion', 'taylorswifttok', 'taylorsversion', 'taylorswifttok', 'taylorswiftedit', 'therastour', 'theerastourtaylorswift', 'taylor', 'nation', 'taylor', 'swift']","['swift', 'taylor', 'rio', 'de', 'janeiro', 'brazil', 'heat', 'heat', 'waves', 'pop', 'rock', 'music', 'fans', 'persons', '‘it', 'was', 'terrible’:', 'taylor', 'swift', 'fans', 'brazil', 'bear', 'heat', 'dismay']",‘It Was Terrible’: Taylor Swift Fans in Brazil Bear Heat and Dismay,0.6657069
9298,7170149854792961326,2022-11-25,"['home', 'thanksgiving', 'yall', 'kj', 'thanksgiving', 'greenscreen', 'primedaydreamdeals']","['internal', 'storyline', 'thanksgiving', 'day', 'holidays', 'special', 'occasions', 'happy', 'thanksgiving']",Happy Thanksgiving,0.70565647
9299,6900348520327351558,2020-11-28,"['home', 'thanksgiving', 'yall', 'diceroll', 'smallbusiness', 'backhomeballers', 'backhome', 'turkey', 'foodie', 'holidaytiktok', 'tiktok', 'tik']","['coronavirus', '2019', 'ncov', 'thanksgiving', 'day', 'pictures', 'thanksgiving', 'that', 'no', 'one', 'pictured']",Pictures of a Thanksgiving That No One Pictured,0.6429845
9302,7169684867792260395,2022-11-24,"['home', 'thanksgiving', 'yallrogers', 'emmabeim', 'mamatwosix', 'thanksgiving', 'daughters']","['internal', 'storyline', 'thanksgiving', 'day', 'holidays', 'special', 'occasions', 'happy', 'thanksgiving']",Happy Thanksgiving,0.7368198
